시/도,시/군/구,서점명,매장번호,주소,인증여부,좌표
서울특별시,종로구,커넥티드북스토어,0507-1305-5475,서울 종로구 청계천로 159 (장사동) 3층 외부 바열 328호,미인증,"37.571214, 126.983514"
서울특별시,성북구,코믹시티 성신북스,02-3673-0877,서울 성북구 동소문로 111 (동선동4가) 지하,미인증,"37.591580, 127.013429"
서울특별시,강남구,콜링 북스,,서울 강남구 선릉로157길 14-4 (신사동) 103호,미인증,"37.526013, 127.043585"
서울특별시,강북구,테레사그림책방,010-2884-4625,서울 강북구 오패산로67길 7 (번동) 1층,미인증,"37.631191, 127.035462"
서울특별시,동작구,톨쉽북스토어,070-4438-2006,서울 동작구 노량진로6길 21 (노량진동) 지하 1층,미인증,"37.508531, 126.941366"
서울특별시,종로구,파움스서울,0507-1350-9125,서울 종로구 필운대로 15-10 (필운동) 4층,미인증,"37.504500, 126.962073"
서울특별시,송파구,퍼스트플로어,010-3866-6701,"서울 송파구 위례광장로 270 (장지동, 송파와이즈더샵) 2층 Y214호",미인증,"37.536895, 127.003585"
서울특별시,용산구,페이퍼뮤즈,02-6406-6818,서울 용산구 대사관로5길 25 (한남동) 1층,미인증,"37.535712, 126.989946"
서울특별시,용산구,포스트포에틱스,02-322-7023,서울 용산구 이태원로 240 (한남동),미인증,"37.548503, 126.931215"
서울특별시,동작구,푸른문고,02-823-4583,서울 동작구 상도로 56 (대방동),미인증,"37.495162, 126.942001"
서울특별시,동작구,푸른문고,010-2720-5989,서울 동작구 대방동 404-1 지하 1층 푸른문고,인증,"37.494444, 126.922739"
서울특별시,종로구,풀무질,02-745-8891,서울 종로구 성균관로 19 (명륜2가) 지하 1층,미인증,"37.581762, 126.999702"
서울특별시,관악구,프라임서점,02-878-1138,서울 관악구 신림로 90 (신림동) 1층,미인증,"37.565686, 126.920779"
서울특별시,성동구,프루스트의 서재,010-8988-2682,서울 성동구 무수막길 56 (금호동2가),미인증,"37.562071, 126.935091"
서울특별시,양천구,하늘북,010-3059-7142,서울 양천구 가로공원로60길 17-1 1층(신월동),인증,"37.524788, 126.866547"
서울특별시,강서구,학림문고,02-2668-2944,"서울 강서구 허준로 139 (가양동, 강변아파트)",미인증,"37.566028, 126.831364"
서울특별시,중랑구,학문서점,02-496-6646,서울 중랑구 용마산로 345 (면목동)1층 학문서점,미인증,"37.593514, 127.083519"
서울특별시,종로구,학아재,0507-1320-5157,서울 종로구 자하문로7길 36 (통인동),미인증,"37.594231, 127.081583"
서울특별시,영등포구,학연서점,02-785-6623,서울 영등포구 국제금융로6길 33 (여의도동),미인증,"37.493861, 126.988418"
서울특별시,서초구,학창문고,02-583-8189,서울 서초구 서초대로26길 3 (방배동) 103호,미인증,"37.489789, 127.001058"
서울특별시,종로구,한권의 서점,0504-0904-2021,서울 종로구 자하문로9길 24 (통인동),미인증,"37.483438, 127.129860"
서울특별시,광진구,한글서적,,서울 광진구 자양동 52-201,미인증,"37.513700, 127.104647"
서울특별시,종로구,한글파크서점,02-561-9544,서울 종로구 자하문로 300 (홍지동) 1층,미인증,"37.576558, 126.967529"
서울특별시,동대문구,한길문고,02-466-1900,서울 동대문구 답십리로 289 (장안동) 지하 1층,미인증,"37.613750, 126.961797"
서울특별시,동작구,한길서적(남성),02-588-2274,서울 동작구 사당로 226 (사당동),인증,"37.587530, 127.010755"
서울특별시,동작구,한길서적(주)상도지점,02-821-2274,서울 동작구 상도로 347 (상도동)지하1층,인증,"37.505568, 126.984781"
서울특별시,서초구,한길서적주식회사,02-591-2274,서울 서초구 동작대로 132 (방배동) 안석빌딩지하1층,인증,"37.512973, 126.964064"
서울특별시,강남구,한길서점,02-3453-1626,서울 강남구 삼성로 237 (대치동),미인증,"37.502168, 127.037341"
서울특별시,서초구,한길서점(반포),02-3477-6545,서울 서초구 고무래로 22 (반포동) 서관 지하1층,미인증,"37.603071, 126.917435"
서울특별시,서대문구,한나책방,070-4123-7778,서울 서대문구 연희로11나길 7-5 (연희동) 2층 201호,미인증,"37.549444, 127.025487"
서울특별시,종로구,한미문화사,02-548-8084,서울 강남구 논현로132길 38 (논현동),미인증,"37.548022, 126.906627"
서울특별시,강동구,한보문고,02-473-8162,서울 강동구 천호대로 1194 (둔촌동) 아도빌딩 지하1층,미인증,"37.582242, 126.986727"
서울특별시,성북구,한성대 구내서점,02-742-2246,서울 성북구 삼선교로16길 116 (삼선동2가) 우촌관 1층,미인증,"37.539679, 127.073796"
서울특별시,구로구,한솔문고,02-2611-0455,서울 구로구 고척로 202 (고척동),미인증,"37.555178, 126.945615"
서울특별시,동대문구,한솔문고,02-2241-7978,서울 동대문구 한천로 221 (전농동) 배봉빌딩,미인증,"37.588206, 126.939665"
서울특별시,동대문구,한우리문고,02-967-0162,서울 동대문구 이문로 98 (이문동),인증,"37.598205, 127.078616"
서울특별시,강남구,한티문고,02-563-7821,서울 강남구 도곡로 415 (대치동),미인증,"37.517278, 127.071665"
서울특별시,양천구,햇빛문고 푸른마을점,02-2688-3588,서울 양천구 신정로11길 50-2 (신정동),인증,"37.554205, 126.939497"
서울특별시,양천구,햇빛문고-목동본점,02-2655-2444,서울 양천구 목동서로 355 (신정동) 강림교회1층 햇빛문고-목동본점,인증,"37.554339, 126.940872"
서울특별시,성북구,햇살속으로,02-512-5272,"서울 성북구 정릉로 346 201호, (정릉동)",미인증,"37.503034, 127.127211"
서울특별시,강서구,행복한글간,02-3661-6055,"서울 강서구 공항대로41길 51 (등촌동) 지층 122,123호",인증,"37.543509, 126.934995"
서울특별시,마포구,헬로인디북스,010-4563-7830,서울 마포구 동교로46길 33 (연남동),미인증,"37.476017, 126.904224"
서울특별시,노원구,현대글마당 삼육대점,02-3399-3406,서울 노원구 화랑로 815 (공릉동) 삼육대학교 바울관 B1층,미인증,"37.534848, 126.934252"
서울특별시,은평구,현대문고,02-355-8500,서울 은평구 은평로3길 15 (역촌동),미인증,"37.615809, 127.067560"
서울특별시,강남구,현대서적,02-542-3894,"서울 강남구 압구정로 201 (압구정동, 현대아파트)",미인증,"37.565257, 126.898693"
서울특별시,노원구,현대서점,02-951-3943,서울 노원구 한글비석로 231 (중계동) 위성프라자 지하1층,미인증,"37.563719, 126.855446"
서울특별시,강동구,현대서점문구,02-483-4242,"서울 강동구 상암로 11 (암사동, 선사현대아파트)",미인증,"37.550648, 126.929384"
서울특별시,강동구,현대책서점,02-428-0489,서울 강동구 동남로81길 70 (고덕동),미인증,"37.554875, 126.946302"
서울특별시,구로구,형제서점,02-864-0241,"서울 구로구 디지털로31길 120 (구로동, 한신휴플러스아파트)",미인증,"37.558866, 126.945874"
서울특별시,양천구,형제서점,02-2065-9790,"서울 양천구 신정로14길 1 (신정동, 학마을아파트) 2단지 상가 104호",인증,"37.571801, 127.015522"
서울특별시,양천구,형제책서점,02-2065-9790,"서울 양천구 신정로14길 1 (신정동, 학마을아파트) 학마을 2단지 상가 104",미인증,"37.522561, 126.953353"
서울특별시,강서구,호수책장,010-2225-7690,서울 강서구 강서로45길 132-14 (내발산동),미인증,"37.534415, 127.071379"
서울특별시,강동구,홀로서기,02-812-6922,서울 강동구 동남로75길 13-25 (명일동),미인증,"37.555113, 127.083022"
서울특별시,금천구,홈통,02-745-1447,"서울 금천구 시흥대로73길 11 (시흥동, 무지개아파트) 상가 309호",미인증,"37.556027, 126.935224"
서울특별시,동작구,홍문관서적,1588-1869,서울 동작구 노량진로16길 25 (노량진동),미인증,"37.560034, 126.933150"
서울특별시,마포구,홍익대학서적,02-320-1562,서울 마포구 와우산로 94 (상수동),미인증,"37.530927, 127.060718"
서울특별시,마포구,홍익도서,02-334-4436,서울 마포구 동교로 148-8 (서교동),미인증,"37.505473, 127.004186"
서울특별시,서대문구,홍익문고,070-7843-6201,서울 서대문구 연세로 2 (창천동),미인증,"37.559143, 126.943971"
서울특별시,서대문구,홍제문고,02-3217-5552,서울 서대문구 통일로39가길 30 (홍제동) 지층,미인증,"37.588047, 126.944504"
서울특별시,강서구,화곡문고,02-2696-0300,서울 강서구 초록마을로 37 (화곡동),미인증,"37.537739, 126.842182"
서울특별시,노원구,화랑문고,02-973-8580,"서울 노원구 공릉로34길 62 (공릉동, 태강아파트)",인증,"37.620139, 127.071383"
서울특별시,송파구,황룡서적,02-400-4501,서울 송파구 마천로 271 (마천동) 지하1층,인증,"37.498897, 127.150350"
서울특별시,관악구,회전문서재,,서울 관악구 조원로2길 55 (신림동) 1층 4호 노란색 벽,미인증,"37.481684, 126.909855"
서울특별시,마포구,후란서가,010-3153-8268,서울 마포구 와우산로 149 (서교동) 201호,미인증,"37.552382, 126.921666"
서울특별시,강서구,흥인서점,02-2696-2320,서울 강서구 화곡로24길 40 (화곡동),미인증,"37.536662, 126.847627"
서울특별시,성북구,희망문고,02-744-9534,서울 성북구 성북로2길 27 희망문고,미인증,"37.594993, 126.994786"
